Connecting to host 10.0.0.2, port 5201
[  4] local 10.0.0.1 port 39306 connected to 10.0.0.2 port 5201
[  4] 283.00-284.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 284.00-285.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 285.00-286.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 286.00-287.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 287.00-288.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 288.00-289.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 289.00-290.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 290.00-291.00 sec   762 MBytes  6.40 Gbits/sec  501    718 KBytes       
[  4] 291.00-292.00 sec   116 MBytes   975 Mbits/sec    2   1.41 KBytes       
[  4] 292.00-293.00 sec   118 MBytes   987 Mbits/sec  453    717 KBytes       
